姐姐,"Map004.json,events,2,name"
兴奋地翻开页，想再读一遍。,"Map004.json,events,9,pages,1,list,7,parameters,0"
\C[27]清香,"Map004.json,events,9,pages,1,list,10,parameters,0"
「果然……看不懂啊」,"Map004.json,events,9,pages,1,list,11,parameters,0"
\C[27]清香,"Map004.json,events,9,pages,1,list,15,parameters,0"
「嗯……？看不，懂……？」,"Map004.json,events,9,pages,1,list,16,parameters,0"
看过的画面，熟悉的文字排列。,"Map004.json,events,9,pages,1,list,20,parameters,0"
但是……文字像密码一样杂乱无章地排列着。,"Map004.json,events,9,pages,1,list,21,parameters,0"
这里写着这样的事情。,"Map004.json,events,9,pages,1,list,23,parameters,0"
虽然记得读过的书，但……。,"Map004.json,events,9,pages,1,list,24,parameters,0"
那些文字一点也想不起来。,"Map004.json,events,9,pages,1,list,25,parameters,0"
\C[27]清香,"Map004.json,events,9,pages,1,list,27,parameters,0"
「……要努力学习」,"Map004.json,events,9,pages,1,list,28,parameters,0"
两次学习相同的文字。,"Map004.json,events,9,pages,1,list,30,parameters,0"
可能只有自己在世界上经历过这种事情……她这样想。,"Map004.json,events,9,pages,1,list,31,parameters,0"
\C[27]清香,"Map004.json,events,9,pages,2,list,2,parameters,0"
「果然只能读——。,"Map004.json,events,9,pages,2,list,3,parameters,0"
只会平假名和片假名……」,"Map004.json,events,9,pages,2,list,4,parameters,0"
用手拿起，用手展开，用眼阅读的书籍。,"Map004.json,events,9,pages,3,list,1,parameters,0"
老少皆宜，有时可用于教育,"Map004.json,events,9,pages,3,list,2,parameters,0"
或者自己做笔记的方便之物。,"Map004.json,events,9,pages,3,list,3,parameters,0"
瞥了一眼，看着变得面目全非的双手。,"Map004.json,events,9,pages,3,list,6,parameters,0"
发出沙沙声的“へ”字弯曲的手臂。,"Map004.json,events,9,pages,3,list,7,parameters,0"
指头什么的完全找不到了。,"Map004.json,events,9,pages,3,list,8,parameters,0"
这样的话几乎不可能读书了。,"Map004.json,events,9,pages,3,list,10,parameters,0"
就算用翅膀的骨头部分，即使勉强能够,"Map004.json,events,9,pages,3,list,11,parameters,0"
使用，也会非常不方便，就算是读一页,"Map004.json,events,9,pages,3,list,12,parameters,0"
也会相当困难吧。,"Map004.json,events,9,pages,3,list,13,parameters,0"
\C[27]清彦,"Map004.json,events,9,pages,3,list,16,parameters,0"
「（用脚来做的话，又会像那天记事本,"Map004.json,events,9,pages,3,list,17,parameters,0"
一样被破坏掉吧……）」,"Map004.json,events,9,pages,3,list,18,parameters,0"
\C[27]清彦,"Map004.json,events,9,pages,3,list,22,parameters,0"
「（用脚上的爪子能不能行呢……？,"Map004.json,events,9,pages,3,list,23,parameters,0"
不，做些笨拙的事情的话会被电到。,"Map004.json,events,9,pages,3,list,24,parameters,0"
……真想快点回去啊）」,"Map004.json,events,9,pages,3,list,25,parameters,0"
\C[27]清彦,"Map004.json,events,9,pages,4,list,1,parameters,0"
「（还是不要拿书了）」,"Map004.json,events,9,pages,4,list,2,parameters,0"
有一本叫做《关于魔物娘岛》的书。,"Map004.json,events,10,pages,0,list,1,parameters,0"
要读吗？,"Map004.json,events,10,pages,0,list,2,parameters,0"
是,"Map004.json,events,10,pages,0,list,3,parameters,0,0"
否,"Map004.json,events,10,pages,0,list,3,parameters,0,1"
是,"Map004.json,events,10,pages,0,list,4,parameters,1"
魔物娘岛,"Map004.json,events,10,pages,0,list,7,parameters,0"
是从本土乘船需要一整天才能到达的岛屿。,"Map004.json,events,10,pages,0,list,8,parameters,0"
那个岛上住着许多魔物娘，正如它的名字所说,"Map004.json,events,10,pages,0,list,10,parameters,0"
『魔物娘』。,"Map004.json,events,10,pages,0,list,11,parameters,0"
确认已知的有阿露娜、哈比等等。,"Map004.json,events,10,pages,0,list,13,parameters,0"
据说其中还有相当稀有的魔物娘……。,"Map004.json,events,10,pages,0,list,14,parameters,0"
据筆者听说，还有一种名为『龙娘』的魔物娘，可以自如操控天地异变。,"Map004.json,events,10,pages,0,list,15,parameters,0"
此外，这个岛上还有很多未开发的领域,"Map004.json,events,10,pages,0,list,17,parameters,0"
也有珍贵的宝物，吸引了许多冒险家。,"Map004.json,events,10,pages,0,list,18,parameters,0"
但是请注意。,"Map004.json,events,10,pages,0,list,20,parameters,0"
冒险是有风险的,"Map004.json,events,10,pages,0,list,21,parameters,0"
也有可能丧命。,"Map004.json,events,10,pages,0,list,22,parameters,0"
否,"Map004.json,events,10,pages,0,list,24,parameters,1"
有一本叫做《关于魔物娘岛》的书。,"Map004.json,events,10,pages,1,list,1,parameters,0"
要读吗？,"Map004.json,events,10,pages,1,list,2,parameters,0"
是,"Map004.json,events,10,pages,1,list,3,parameters,0,0"
否,"Map004.json,events,10,pages,1,list,3,parameters,0,1"
是,"Map004.json,events,10,pages,1,list,4,parameters,1"
魔物娘岛,"Map004.json,events,10,pages,1,list,7,parameters,0"
是从本土乘船需要一整天才能到达的岛屿。,"Map004.json,events,10,pages,1,list,8,parameters,0"
那个岛上住着许多魔物娘，正如它的名字所说,"Map004.json,events,10,pages,1,list,10,parameters,0"
『魔物娘』。,"Map004.json,events,10,pages,1,list,11,parameters,0"
确认已知的有阿露娜、哈比等等。,"Map004.json,events,10,pages,1,list,13,parameters,0"
据说其中还有相当稀有的魔物娘……。,"Map004.json,events,10,pages,1,list,14,parameters,0"
据筆者听说，还有一种名为『龙娘』的魔物娘，可以自如操控天地异变。,"Map004.json,events,10,pages,1,list,15,parameters,0"
此外，这个岛上还有很多未开发的领域,"Map004.json,events,10,pages,1,list,17,parameters,0"
也有珍贵的宝物，吸引了许多冒险家。,"Map004.json,events,10,pages,1,list,18,parameters,0"
但是请注意。,"Map004.json,events,10,pages,1,list,20,parameters,0"
冒险是有风险的,"Map004.json,events,10,pages,1,list,21,parameters,0"
也有可能丧命。,"Map004.json,events,10,pages,1,list,22,parameters,0"
\C[27]清彦,"Map004.json,events,10,pages,1,list,24,parameters,0"
「掉下去的是『男人』啊。,"Map004.json,events,10,pages,1,list,25,parameters,0"
……脱掉就能找回来。现在只能忍耐」,"Map004.json,events,10,pages,1,list,26,parameters,0"
否,"Map004.json,events,10,pages,1,list,28,parameters,1"
\C[27]清香,"Map004.json,events,10,pages,2,list,3,parameters,0"
「我看过这本书！」,"Map004.json,events,10,pages,2,list,4,parameters,0"
小时候读过的一本书。,"Map004.json,events,10,pages,2,list,6,parameters,0"
兴奋地翻开页，想再读一遍。,"Map004.json,events,10,pages,2,list,7,parameters,0"
\C[27]清香,"Map004.json,events,10,pages,2,list,10,parameters,0"
「果然……看不懂啊」,"Map004.json,events,10,pages,2,list,11,parameters,0"
\C[27]清香,"Map004.json,events,10,pages,2,list,15,parameters,0"
「嗯……？看不，懂……？」,"Map004.json,events,10,pages,2,list,16,parameters,0"
看过的画面，熟悉的文字排列。,"Map004.json,events,10,pages,2,list,20,parameters,0"
但是……文字像密码一样杂乱无章地排列着。,"Map004.json,events,10,pages,2,list,21,parameters,0"
这里写着这样的事情。,"Map004.json,events,10,pages,2,list,23,parameters,0"
虽然记得读过的书，但……。,"Map004.json,events,10,pages,2,list,24,parameters,0"
那些文字一点也想不起来。,"Map004.json,events,10,pages,2,list,25,parameters,0"
\C[27]清香,"Map004.json,events,10,pages,2,list,27,parameters,0"
「……要努力学习」,"Map004.json,events,10,pages,2,list,28,parameters,0"
两次学习相同的文字。,"Map004.json,events,10,pages,2,list,30,parameters,0"
可能只有自己在世界上经历过这种事情……她这样想。,"Map004.json,events,10,pages,2,list,31,parameters,0"
\C[27]清香,"Map004.json,events,10,pages,3,list,2,parameters,0"
「果然只能读——。,"Map004.json,events,10,pages,3,list,3,parameters,0"
只会平假名和片假名……」,"Map004.json,events,10,pages,3,list,4,parameters,0"
用手拿起，用手展开，用眼阅读的书籍。,"Map004.json,events,10,pages,4,list,1,parameters,0"
老少皆宜，有时可用于教育,"Map004.json,events,10,pages,4,list,2,parameters,0"
或者自己做笔记的方便之物。,"Map004.json,events,10,pages,4,list,3,parameters,0"
瞥了一眼，看着变得面目全非的双手。,"Map004.json,events,10,pages,4,list,6,parameters,0"
发出沙沙声的“へ”字弯曲的手臂。,"Map004.json,events,10,pages,4,list,7,parameters,0"
指头什么的完全找不到了。,"Map004.json,events,10,pages,4,list,8,parameters,0"
这样的话几乎不可能读书了。,"Map004.json,events,10,pages,4,list,10,parameters,0"
就算用翅膀的骨头部分，即使勉强能够,"Map004.json,events,10,pages,4,list,11,parameters,0"
使用，也会非常不方便，就算是读一页,"Map004.json,events,10,pages,4,list,12,parameters,0"
也会相当困难吧。,"Map004.json,events,10,pages,4,list,13,parameters,0"
\C[27]清彦,"Map004.json,events,10,pages,4,list,16,parameters,0"
「（用脚来做的话，又会像那天记事本,"Map004.json,events,10,pages,4,list,17,parameters,0"
一样被破坏掉吧……）」,"Map004.json,events,10,pages,4,list,18,parameters,0"
\C[27]清彦,"Map004.json,events,10,pages,4,list,22,parameters,0"
「（用脚上的爪子能不能行呢……？,"Map004.json,events,10,pages,4,list,23,parameters,0"
不，做些笨拙的事情的话会被电到。,"Map004.json,events,10,pages,4,list,24,parameters,0"
……真想快点回去啊）」,"Map004.json,events,10,pages,4,list,25,parameters,0"
\C[27]清彦,"Map004.json,events,10,pages,5,list,1,parameters,0"
「（还是不要拿书了）」,"Map004.json,events,10,pages,5,list,2,parameters,0"
有本叫做『合成魔术』的书。,"Map004.json,events,11,pages,0,list,1,parameters,0"
要读吗？,"Map004.json,events,11,pages,0,list,2,parameters,0"
是,"Map004.json,events,11,pages,0,list,3,parameters,0,0"
否,"Map004.json,events,11,pages,0,list,3,parameters,0,1"
是,"Map004.json,events,11,pages,0,list,4,parameters,1"
顾名思义，是一种将某物与某物混合的魔法。,"Map004.json,events,11,pages,0,list,7,parameters,0"
使用它可以制造出方便的生活用品。,"Map004.json,events,11,pages,0,list,8,parameters,0"
武器和防具也可以轻易制作出来。,"Map004.json,events,11,pages,0,list,9,parameters,0"
但是……这是一种非常困难的魔法。,"Map004.json,events,11,pages,0,list,11,parameters,0"
全世界能使用它的人寥寥无几。,"Map004.json,events,11,pages,0,list,12,parameters,0"
更没有人公开宣称自己会使用这种魔法。,"Map004.json,events,11,pages,0,list,13,parameters,0"
根据使用方法，也可以将人与某物混合在一起。,"Map004.json,events,11,pages,0,list,15,parameters,0"
有人将人类和物品混合在一起，制造出恶趣味的东西。,"Map004.json,events,11,pages,0,list,16,parameters,0"
当然是重罪。,"Map004.json,events,11,pages,0,list,17,parameters,0"
希望没有人会做出这种卑劣的事情。,"Map004.json,events,11,pages,0,list,18,parameters,0"
否,"Map004.json,events,11,pages,0,list,20,parameters,1"
有本叫做『合成魔术』的书。,"Map004.json,events,11,pages,1,list,1,parameters,0"
要读吗？,"Map004.json,events,11,pages,1,list,2,parameters,0"
是,"Map004.json,events,11,pages,1,list,3,parameters,0,0"
否,"Map004.json,events,11,pages,1,list,3,parameters,0,1"
是,"Map004.json,events,11,pages,1,list,4,parameters,1"
顾名思义，是一种将某物与某物混合的魔法。,"Map004.json,events,11,pages,1,list,7,parameters,0"
使用它可以制造出方便的生活用品。,"Map004.json,events,11,pages,1,list,8,parameters,0"
武器和防具也可以轻易制作出来。,"Map004.json,events,11,pages,1,list,9,parameters,0"
但是……这是一种非常困难的魔法。,"Map004.json,events,11,pages,1,list,11,parameters,0"
全世界能使用它的人寥寥无几。,"Map004.json,events,11,pages,1,list,12,parameters,0"
更没有人公开宣称自己会使用这种魔法。,"Map004.json,events,11,pages,1,list,13,parameters,0"
根据使用方法，也可以将人与某物混合在一起。,"Map004.json,events,11,pages,1,list,15,parameters,0"
有人将人类和物品混合在一起，制造出恶趣味的东西。,"Map004.json,events,11,pages,1,list,16,parameters,0"
当然是重罪。,"Map004.json,events,11,pages,1,list,17,parameters,0"
希望没有人会做出这种卑劣的事情。,"Map004.json,events,11,pages,1,list,18,parameters,0"
\C[27]清彦,"Map004.json,events,11,pages,1,list,20,parameters,0"
「用这个皮……,"Map004.json,events,11,pages,1,list,21,parameters,0"
不对，怎么看都是另一种术式」,"Map004.json,events,11,pages,1,list,22,parameters,0"
否,"Map004.json,events,11,pages,1,list,24,parameters,1"
\C[27]清香,"Map004.json,events,11,pages,2,list,3,parameters,0"
「我看过这本书！」,"Map004.json,events,11,pages,2,list,4,parameters,0"
小时候读过的一本书。,"Map004.json,events,11,pages,2,list,6,parameters,0"
兴奋地翻开页，想再读一遍。,"Map004.json,events,11,pages,2,list,7,parameters,0"
\C[27]清香,"Map004.json,events,11,pages,2,list,10,parameters,0"
「果然……看不懂啊」,"Map004.json,events,11,pages,2,list,11,parameters,0"
\C[27]清香,"Map004.json,events,11,pages,2,list,15,parameters,0"
「嗯……？看不，懂……？」,"Map004.json,events,11,pages,2,list,16,parameters,0"
看过的画面，熟悉的文字排列。,"Map004.json,events,11,pages,2,list,20,parameters,0"
但是……文字像密码一样杂乱无章地排列着。,"Map004.json,events,11,pages,2,list,21,parameters,0"
这里写着这样的事情。,"Map004.json,events,11,pages,2,list,23,parameters,0"
虽然记得读过的书，但……。,"Map004.json,events,11,pages,2,list,24,parameters,0"
那些文字一点也想不起来。,"Map004.json,events,11,pages,2,list,25,parameters,0"
\C[27]清香,"Map004.json,events,11,pages,2,list,27,parameters,0"
「……要努力学习」,"Map004.json,events,11,pages,2,list,28,parameters,0"
两次学习相同的文字。,"Map004.json,events,11,pages,2,list,30,parameters,0"
可能只有自己在世界上经历过这种事情……她这样想。,"Map004.json,events,11,pages,2,list,31,parameters,0"
\C[27]清香,"Map004.json,events,11,pages,3,list,2,parameters,0"
「果然只能读——。,"Map004.json,events,11,pages,3,list,3,parameters,0"
只会平假名和片假名……」,"Map004.json,events,11,pages,3,list,4,parameters,0"
用手拿起，用手展开，用眼阅读的书籍。,"Map004.json,events,11,pages,4,list,1,parameters,0"
老少皆宜，有时可用于教育,"Map004.json,events,11,pages,4,list,2,parameters,0"
或者自己做笔记的方便之物。,"Map004.json,events,11,pages,4,list,3,parameters,0"
瞥了一眼，看着变得面目全非的双手。,"Map004.json,events,11,pages,4,list,6,parameters,0"
发出沙沙声的“へ”字弯曲的手臂。,"Map004.json,events,11,pages,4,list,7,parameters,0"
指头什么的完全找不到了。,"Map004.json,events,11,pages,4,list,8,parameters,0"
这样的话几乎不可能读书了。,"Map004.json,events,11,pages,4,list,10,parameters,0"
就算用翅膀的骨头部分，即使勉强能够,"Map004.json,events,11,pages,4,list,11,parameters,0"
使用，也会非常不方便，就算是读一页,"Map004.json,events,11,pages,4,list,12,parameters,0"
也会相当困难吧。,"Map004.json,events,11,pages,4,list,13,parameters,0"
\C[27]清彦,"Map004.json,events,11,pages,4,list,16,parameters,0"
「（用脚来做的话，又会像那天记事本,"Map004.json,events,11,pages,4,list,17,parameters,0"
一样被破坏掉吧……）」,"Map004.json,events,11,pages,4,list,18,parameters,0"
\C[27]清彦,"Map004.json,events,11,pages,4,list,22,parameters,0"
「（用脚上的爪子能不能行呢……？,"Map004.json,events,11,pages,4,list,23,parameters,0"
不，做些笨拙的事情的话会被电到。,"Map004.json,events,11,pages,4,list,24,parameters,0"
……真想快点回去啊）」,"Map004.json,events,11,pages,4,list,25,parameters,0"
\C[27]清彦,"Map004.json,events,11,pages,5,list,1,parameters,0"
「（还是不要拿书了）」,"Map004.json,events,11,pages,5,list,2,parameters,0"
有本叫做『依赖症』的书。,"Map004.json,events,12,pages,0,list,1,parameters,0"
要读吗？,"Map004.json,events,12,pages,0,list,2,parameters,0"
是,"Map004.json,events,12,pages,0,list,3,parameters,0,0"
否,"Map004.json,events,12,pages,0,list,3,parameters,0,1"
是,"Map004.json,events,12,pages,0,list,4,parameters,1"
依赖症。,"Map004.json,events,12,pages,0,list,7,parameters,0"
顾名思义，就是无法从某物中脱离出来。,"Map004.json,events,12,pages,0,list,8,parameters,0"
可疑的药物，可疑的食物。什么都有可能。,"Map004.json,events,12,pages,0,list,9,parameters,0"
虽然是这种症状……。,"Map004.json,events,12,pages,0,list,11,parameters,0"
世界上似乎存在着魔力依赖症？,"Map004.json,events,12,pages,0,list,12,parameters,0"
当接触到未知的魔力时，,"Map004.json,events,12,pages,0,list,13,parameters,0"
身体会记住它，无法忘记。,"Map004.json,events,12,pages,0,list,14,parameters,0"
也有无意识地产生依赖的情况。,"Map004.json,events,12,pages,0,list,16,parameters,0"
但是，这种情况很少见，,"Map004.json,events,12,pages,0,list,17,parameters,0"
筆者也没有看过患者。,"Map004.json,events,12,pages,0,list,18,parameters,0"
可以说是非常罕见的依赖症。,"Map004.json,events,12,pages,0,list,19,parameters,0"
否,"Map004.json,events,12,pages,0,list,21,parameters,1"
\C[27]清香,"Map004.json,events,12,pages,3,list,3,parameters,0"
「我看过这本书！」,"Map004.json,events,12,pages,3,list,4,parameters,0"
小时候读过的一本书。,"Map004.json,events,12,pages,3,list,6,parameters,0"
兴奋地翻开页，想再读一遍。,"Map004.json,events,12,pages,3,list,7,parameters,0"
\C[27]清香,"Map004.json,events,12,pages,3,list,10,parameters,0"
「果然……看不懂啊」,"Map004.json,events,12,pages,3,list,11,parameters,0"
\C[27]清香,"Map004.json,events,12,pages,3,list,15,parameters,0"
「嗯……？看不，懂……？」,"Map004.json,events,12,pages,3,list,16,parameters,0"
看过的画面，熟悉的文字排列。,"Map004.json,events,12,pages,3,list,20,parameters,0"
但是……文字像密码一样杂乱无章地排列着。,"Map004.json,events,12,pages,3,list,21,parameters,0"
这里写着这样的事情。,"Map004.json,events,12,pages,3,list,23,parameters,0"
虽然记得读过的书，但……。,"Map004.json,events,12,pages,3,list,24,parameters,0"
那些文字一点也想不起来。,"Map004.json,events,12,pages,3,list,25,parameters,0"
\C[27]清香,"Map004.json,events,12,pages,3,list,27,parameters,0"
「……要努力学习」,"Map004.json,events,12,pages,3,list,28,parameters,0"
两次学习相同的文字。,"Map004.json,events,12,pages,3,list,30,parameters,0"
可能只有自己在世界上经历过这种事情……她这样想。,"Map004.json,events,12,pages,3,list,31,parameters,0"
\C[27]清香,"Map004.json,events,12,pages,4,list,2,parameters,0"
「果然只能读——。,"Map004.json,events,12,pages,4,list,3,parameters,0"
只会平假名和片假名……」,"Map004.json,events,12,pages,4,list,4,parameters,0"
用手拿起，用手展开，用眼阅读的书籍。,"Map004.json,events,12,pages,5,list,1,parameters,0"
老少皆宜，有时可用于教育,"Map004.json,events,12,pages,5,list,2,parameters,0"
或者自己做笔记的方便之物。,"Map004.json,events,12,pages,5,list,3,parameters,0"
瞥了一眼，看着变得面目全非的双手。,"Map004.json,events,12,pages,5,list,6,parameters,0"
发出沙沙声的“へ”字弯曲的手臂。,"Map004.json,events,12,pages,5,list,7,parameters,0"
指头什么的完全找不到了。,"Map004.json,events,12,pages,5,list,8,parameters,0"
这样的话几乎不可能读书了。,"Map004.json,events,12,pages,5,list,10,parameters,0"
就算用翅膀的骨头部分，即使勉强能够,"Map004.json,events,12,pages,5,list,11,parameters,0"
使用，也会非常不方便，就算是读一页,"Map004.json,events,12,pages,5,list,12,parameters,0"
也会相当困难吧。,"Map004.json,events,12,pages,5,list,13,parameters,0"
\C[27]清彦,"Map004.json,events,12,pages,5,list,16,parameters,0"
「（用脚来做的话，又会像那天记事本,"Map004.json,events,12,pages,5,list,17,parameters,0"
一样被破坏掉吧……）」,"Map004.json,events,12,pages,5,list,18,parameters,0"
\C[27]清彦,"Map004.json,events,12,pages,5,list,22,parameters,0"
「（用脚上的爪子能不能行呢……？,"Map004.json,events,12,pages,5,list,23,parameters,0"
不，做些笨拙的事情的话会被电到。,"Map004.json,events,12,pages,5,list,24,parameters,0"
……真想快点回去啊）」,"Map004.json,events,12,pages,5,list,25,parameters,0"
\C[27]清彦,"Map004.json,events,12,pages,6,list,1,parameters,0"
「（还是不要拿书了）」,"Map004.json,events,12,pages,6,list,2,parameters,0"
有本叫做『龙娘』的书。,"Map004.json,events,13,pages,0,list,1,parameters,0"
要读吗？,"Map004.json,events,13,pages,0,list,2,parameters,0"
是,"Map004.json,events,13,pages,0,list,3,parameters,0,0"
否,"Map004.json,events,13,pages,0,list,3,parameters,0,1"
是,"Map004.json,events,13,pages,0,list,4,parameters,1"
龙娘，据说是长着尖角、爪子和长尾巴的魔物娘。,"Map004.json,events,13,pages,0,list,8,parameters,0"
筆者很遗憾地没有亲眼见过。,"Map004.json,events,13,pages,0,list,9,parameters,0"
生存数量非常稀少,"Map004.json,events,13,pages,0,list,11,parameters,0"
全世界似乎只有几只。,"Map004.json,events,13,pages,0,list,12,parameters,0"
目击情报也很少，能确认它们的存在,"Map004.json,events,13,pages,0,list,13,parameters,0"
就已经是一大发现了。,"Map004.json,events,13,pages,0,list,14,parameters,0"
但是，最好不要去捕捉或挑战它们。,"Map004.json,events,13,pages,0,list,16,parameters,0"
它们的战斗力对人类来说无法匹敌，,"Map004.json,events,13,pages,0,list,17,parameters,0"
即使是幼年的龙娘也能与武装的成年人,"Map004.json,events,13,pages,0,list,18,parameters,0"
展开互角以上的战斗……？,"Map004.json,events,13,pages,0,list,19,parameters,0"
否,"Map004.json,events,13,pages,0,list,21,parameters,1"
\C[27]清香,"Map004.json,events,13,pages,1,list,3,parameters,0"
「我看过这本书！」,"Map004.json,events,13,pages,1,list,4,parameters,0"
小时候读过的一本书。,"Map004.json,events,13,pages,1,list,6,parameters,0"
兴奋地翻开页，想再读一遍。,"Map004.json,events,13,pages,1,list,7,parameters,0"
\C[27]清香,"Map004.json,events,13,pages,1,list,10,parameters,0"
「果然……看不懂啊」,"Map004.json,events,13,pages,1,list,11,parameters,0"
\C[27]清香,"Map004.json,events,13,pages,1,list,15,parameters,0"
「嗯……？看不，懂……？」,"Map004.json,events,13,pages,1,list,16,parameters,0"
看过的画面，熟悉的文字排列。,"Map004.json,events,13,pages,1,list,20,parameters,0"
但是……文字像密码一样杂乱无章地排列着。,"Map004.json,events,13,pages,1,list,21,parameters,0"
这里写着这样的事情。,"Map004.json,events,13,pages,1,list,23,parameters,0"
虽然记得读过的书，但……。,"Map004.json,events,13,pages,1,list,24,parameters,0"
那些文字一点也想不起来。,"Map004.json,events,13,pages,1,list,25,parameters,0"
\C[27]清香,"Map004.json,events,13,pages,1,list,27,parameters,0"
「……要努力学习」,"Map004.json,events,13,pages,1,list,28,parameters,0"
两次学习相同的文字。,"Map004.json,events,13,pages,1,list,30,parameters,0"
可能只有自己在世界上经历过这种事情……她这样想。,"Map004.json,events,13,pages,1,list,31,parameters,0"
\C[27]清香,"Map004.json,events,13,pages,2,list,2,parameters,0"
「果然只能读——。,"Map004.json,events,13,pages,2,list,3,parameters,0"
只会平假名和片假名……」,"Map004.json,events,13,pages,2,list,4,parameters,0"
用手拿起，用手展开，用眼阅读的书籍。,"Map004.json,events,13,pages,3,list,1,parameters,0"
老少皆宜，有时可用于教育,"Map004.json,events,13,pages,3,list,2,parameters,0"
或者自己做笔记的方便之物。,"Map004.json,events,13,pages,3,list,3,parameters,0"
瞥了一眼，看着变得面目全非的双手。,"Map004.json,events,13,pages,3,list,6,parameters,0"
发出沙沙声的“へ”字弯曲的手臂。,"Map004.json,events,13,pages,3,list,7,parameters,0"
指头什么的完全找不到了。,"Map004.json,events,13,pages,3,list,8,parameters,0"
这样的话几乎不可能读书了。,"Map004.json,events,13,pages,3,list,10,parameters,0"
就算用翅膀的骨头部分，即使勉强能够,"Map004.json,events,13,pages,3,list,11,parameters,0"
使用，也会非常不方便，就算是读一页,"Map004.json,events,13,pages,3,list,12,parameters,0"
也会相当困难吧。,"Map004.json,events,13,pages,3,list,13,parameters,0"
\C[27]清彦,"Map004.json,events,13,pages,3,list,16,parameters,0"
「（用脚来做的话，又会像那天记事本,"Map004.json,events,13,pages,3,list,17,parameters,0"
一样被破坏掉吧……）」,"Map004.json,events,13,pages,3,list,18,parameters,0"
\C[27]清彦,"Map004.json,events,13,pages,3,list,22,parameters,0"
「（用脚上的爪子能不能行呢……？,"Map004.json,events,13,pages,3,list,23,parameters,0"
不，做些笨拙的事情的话会被电到。,"Map004.json,events,13,pages,3,list,24,parameters,0"
……真想快点回去啊）」,"Map004.json,events,13,pages,3,list,25,parameters,0"
\C[27]清彦,"Map004.json,events,13,pages,4,list,1,parameters,0"
「（还是不要拿书了）」,"Map004.json,events,13,pages,4,list,2,parameters,0"
有本叫做『哈比』的书。,"Map004.json,events,14,pages,0,list,1,parameters,0"
要读吗？,"Map004.json,events,14,pages,0,list,2,parameters,0"
是,"Map004.json,events,14,pages,0,list,3,parameters,0,0"
否,"Map004.json,events,14,pages,0,list,3,parameters,0,1"
是,"Map004.json,events,14,pages,0,list,4,parameters,1"
哈比指的是人类女性的身体,"Map004.json,events,14,pages,0,list,7,parameters,0"
带有特征性的鸟翅膀、脚和爪子的魔物娘。,"Map004.json,events,14,pages,0,list,8,parameters,0"
它们具备鸟类的特征，可以在空中飞翔,"Map004.json,events,14,pages,0,list,10,parameters,0"
甚至可以用锋利的爪子捕猎猎物。,"Map004.json,events,14,pages,0,list,11,parameters,0"
然而，它们不擅长行走。,"Map004.json,events,14,pages,0,list,12,parameters,0"
当然，用鸟爪拿东西也是一件困难的事情。,"Map004.json,events,14,pages,0,list,13,parameters,0"
哈比还有一个显著特征。,"Map004.json,events,14,pages,0,list,15,parameters,0"
在繁殖时，黑色的哈比会使白色的哈比怀孕。,"Map004.json,events,14,pages,0,list,16,parameters,0"
外表完全是女性之间的配对,"Map004.json,events,14,pages,0,list,17,parameters,0"
它们是如何怀孕的呢……。,"Map004.json,events,14,pages,0,list,18,parameters,0"
大多数哈比只有动物一样的智力,"Map004.json,events,14,pages,0,list,20,parameters,0"
但也有一些能说人话，具备人类水平的个体。,"Map004.json,events,14,pages,0,list,21,parameters,0"
据说突变会产生这样的孩子……？,"Map004.json,events,14,pages,0,list,22,parameters,0"
否,"Map004.json,events,14,pages,0,list,24,parameters,1"
\C[27]清香,"Map004.json,events,14,pages,1,list,3,parameters,0"
「我看过这本书！」,"Map004.json,events,14,pages,1,list,4,parameters,0"
小时候读过的一本书。,"Map004.json,events,14,pages,1,list,6,parameters,0"
兴奋地翻开页，想再读一遍。,"Map004.json,events,14,pages,1,list,7,parameters,0"
\C[27]清香,"Map004.json,events,14,pages,1,list,10,parameters,0"
「果然……看不懂啊」,"Map004.json,events,14,pages,1,list,11,parameters,0"
\C[27]清香,"Map004.json,events,14,pages,1,list,15,parameters,0"
「嗯……？看不，懂……？」,"Map004.json,events,14,pages,1,list,16,parameters,0"
看过的画面，熟悉的文字排列。,"Map004.json,events,14,pages,1,list,20,parameters,0"
但是……文字像密码一样杂乱无章地排列着。,"Map004.json,events,14,pages,1,list,21,parameters,0"
这里写着这样的事情。,"Map004.json,events,14,pages,1,list,23,parameters,0"
虽然记得读过的书，但……。,"Map004.json,events,14,pages,1,list,24,parameters,0"
那些文字一点也想不起来。,"Map004.json,events,14,pages,1,list,25,parameters,0"
\C[27]清香,"Map004.json,events,14,pages,1,list,27,parameters,0"
「……要努力学习」,"Map004.json,events,14,pages,1,list,28,parameters,0"
两次学习相同的文字。,"Map004.json,events,14,pages,1,list,30,parameters,0"
可能只有自己在世界上经历过这种事情……她这样想。,"Map004.json,events,14,pages,1,list,31,parameters,0"
\C[27]清香,"Map004.json,events,14,pages,2,list,2,parameters,0"
「果然只能读——。,"Map004.json,events,14,pages,2,list,3,parameters,0"
只会平假名和片假名……」,"Map004.json,events,14,pages,2,list,4,parameters,0"
用手拿起，用手展开，用眼阅读的书籍。,"Map004.json,events,14,pages,3,list,1,parameters,0"
老少皆宜，有时可用于教育,"Map004.json,events,14,pages,3,list,2,parameters,0"
或者自己做笔记的方便之物。,"Map004.json,events,14,pages,3,list,3,parameters,0"
瞥了一眼，看着变得面目全非的双手。,"Map004.json,events,14,pages,3,list,6,parameters,0"
